Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Player Reference,Season,League
Milt Williams,PG,29,SSL,4,95,.579,.579,,.579,,.579,.000,.000,122,121,,121,,111,,,3.8,2.2,willimi01,1974-1975,ABA
Willie Wise,SF,27,VIR,16,574,.432,.435,.250,.434,.694,.484,.375,.014,91,91,85,91,90,93,139,34,-26.4,-24.8,wisewi01,1974-1975,ABA
Dennis Wuycik,SF,24,SSL,25,219,.459,.466,.000,.459,.579,.480,.257,.014,97,97,,96,76,92,96,34,-2.9,-6.7,wuycide01,1974-1975,ABA
Kareem Abdul-Jabbar,C,27,MIL,65,2747,.513,,,,.763,.550,.269,,112,,,,100,110,97,,174.9,170.3,abdulka01,1974-1975,NBA
Zaid Abdul-Aziz,C,28,HOU,65,1450,.437,,,,.783,.501,.377,,95,,,,102,100,137,,-22.2,-0.9,abdulza01,1974-1975,NBA
Don Adams,SF,27,DET,51,1376,.403,,,,.577,.428,.248,,88,,,,75,85,90,,-34.2,-51.8,adamsdo01,1974-1975,NBA
Rick Adelman,PG,28,TOT,58,1074,.423,,,,.709,.474,.354,,92,,,,93,94,128,,-20.2,-18.7,adelmri01,1974-1975,NBA
Rick Adelman,PG,28,CHI,12,340,.413,,,,.718,.470,.375,,90,,,,94,94,136,,-9.1,-7.7,adelmri01,1974-1975,NBA
Rick Adelman,PG,28,NOJ,28,613,.421,,,,.695,.473,.371,,92,,,,91,94,134,,-11.5,-10.7,adelmri01,1974-1975,NBA
Rick Adelman,PG,28,KCO,18,121,.464,,,,.800,.497,.179,,102,,,,105,99,65,,.4,-0.3,adelmri01,1974-1975,NBA
Lucius Allen,PG,27,TOT,66,2353,.437,,,,.778,.483,.262,,95,,,,102,96,95,,-48.3,-50.0,allenlu01,1974-1975,NBA
Lucius Allen,PG,27,MIL,10,342,.415,,,,.838,.463,.226,,91,,,,110,92,82,,-14.0,-14.0,allenlu01,1974-1975,NBA
Lucius Allen,PG,27,LAL,56,2011,.440,,,,.770,.486,.267,,96,,,,101,97,97,,-34.3,-36.0,allenlu01,1974-1975,NBA
Dan Anderson,SG,24,POR,43,453,.448,,,,.867,.508,.286,,98,,,,113,101,103,,-2.1,1.3,anderda02,1974-1975,NBA
Tiny Archibald,PG,26,KCO,82,3244,.456,,,,.872,.544,.450,,100,,,,114,108,163,,-4.3,168.7,architi01,1974-1975,NBA
Jim Ard,C,26,BOS,59,719,.335,,,,.738,.384,.244,,73,,,,97,76,88,,-65.3,-69.8,ardji01,1974-1975,NBA
Dennis Awtrey,C,26,PHO,82,2837,.470,,,,.677,.501,.270,,103,,,,88,100,98,,17.5,-1.1,awtrede01,1974-1975,NBA
Gus Bailey,SG,23,HOU,47,446,.405,,,,.488,.423,.325,,88,,,,64,84,118,,-13.3,-22.6,bailegu01,1974-1975,NBA
Mike Bantom,SF,23,PHO,82,2239,.461,,,,.714,.500,.286,,101,,,,93,100,103,,6.3,-4.1,bantomi01,1974-1975,NBA
Jim Barnett,SG,30,TOT,73,1776,.437,,,,.836,.508,.365,,96,,,,109,101,132,,-26.5,9.2,barneji02,1974-1975,NBA
Jim Barnett,SG,30,NOJ,45,1238,.448,,,,.830,.521,.392,,98,,,,108,104,142,,-9.1,21.0,barneji02,1974-1975,NBA
Jim Barnett,SG,30,NYK,28,538,.407,,,,.860,.472,.291,,89,,,,112,94,105,,-17.3,-11.8,barneji02,1974-1975,NBA
Rick Barry,SF,30,GSW,80,3235,.464,,,,.904,.509,.197,,101,,,,118,101,71,,27.8,31.3,barryri01,1974-1975,NBA
Butch Beard,PG,27,GSW,82,2521,.528,,,,.832,.585,.361,,115,,,,109,117,131,,108.8,148.6,beardbu01,1974-1975,NBA
Zelmo Beaty,C,35,LAL,69,1213,.439,,,,.800,.514,.435,,96,,,,105,102,158,,-11.6,9.1,beatyze01,1974-1975,NBA
Ron Behagen,PF,24,KCO,81,2205,.399,,,,.754,.455,.317,,87,,,,99,91,115,,-97.0,-89.1,behagro01,1974-1975,NBA
Walt Bellamy,C,35,NOJ,1,14,1.000,,,,1.000,1.042,1.000,,219,,,,131,207,362,,2.2,3.1,bellawa01,1974-1975,NBA
Dennis Bell,SF,23,NYK,52,465,.376,,,,.556,.396,.199,,82,,,,73,79,72,,-29.6,-41.6,bellde01,1974-1975,NBA
Leon Benbow,SG,24,CHI,39,252,.372,,,,.833,.417,.191,,81,,,,109,83,69,,-16.0,-17.3,benbole01,1974-1975,NBA
Henry Bibby,PG,25,TOT,75,1400,.436,,,,.725,.482,.305,,95,,,,95,96,111,,-26.3,-28.0,bibbyhe01,1974-1975,NBA
Henry Bibby,PG,25,NYK,47,876,.448,,,,.719,.483,.240,,98,,,,94,96,87,,-7.9,-17.1,bibbyhe01,1974-1975,NBA
Henry Bibby,PG,25,NOJ,28,524,.416,,,,.731,.481,.425,,91,,,,96,96,154,,-18.3,-11.0,bibbyhe01,1974-1975,NBA
Dave Bing,PG,31,DET,79,3222,.434,,,,.809,.493,.318,,95,,,,106,98,115,,-63.5,-26.8,bingda01,1974-1975,NBA
John Block,PF,30,TOT,54,939,.460,,,,.792,.528,.416,,100,,,,103,105,151,,1.5,21.0,blockjo01,1974-1975,NBA
John Block,PF,30,NOJ,4,57,.310,,,,.900,.404,.345,,68,,,,118,81,125,,-8.5,-6.5,blockjo01,1974-1975,NBA
John Block,PF,30,CHI,50,882,.473,,,,.784,.539,.423,,103,,,,102,107,153,,10.0,27.5,blockjo01,1974-1975,NBA
Tom Boerwinkle,C,29,CHI,80,1175,.487,,,,.768,.539,.351,,106,,,,100,107,127,,16.1,22.9,boerwto01,1974-1975,NBA
Freddie Boyd,PG,24,PHI,66,1362,.414,,,,.478,.426,.232,,91,,,,63,85,84,,-42.8,-82.8,boydfr01,1974-1975,NBA
Ken Boyd,SF,22,NOJ,6,25,.538,,,,.455,.533,.846,,118,,,,59,106,306,,2.1,1.1,boydke01,1974-1975,NBA
Steve Bracey,SG,24,GSW,42,340,.415,,,,.658,.453,.292,,91,,,,86,90,106,,-10.9,-14.3,bracest01,1974-1975,NBA
Bill Bradley,SF,31,NYK,79,2787,.436,,,,.873,.473,.159,,95,,,,114,94,58,,-43.8,-65.1,bradlbi01,1974-1975,NBA
Jim Brewer,PF,23,CLE,82,1991,.455,,,,.648,.483,.249,,100,,,,85,96,90,,-2.6,-26.9,breweji01,1974-1975,NBA
Bill Bridges,PF,35,TOT,32,415,.376,,,,.500,.403,.366,,82,,,,65,80,132,,-15.1,-21.4,bridgbi01,1974-1975,NBA
Bill Bridges,PF,35,LAL,17,307,.351,,,,.533,.399,.526,,77,,,,70,79,190,,-12.1,-14.5,bridgbi01,1974-1975,NBA
Bill Bridges,PF,35,GSW,15,108,.417,,,,.250,.410,.111,,91,,,,33,82,40,,-2.9,-6.9,bridgbi01,1974-1975,NBA
John Brisker,SG,27,SEA,21,276,.426,,,,.857,.498,.348,,93,,,,112,99,126,,-9.0,-1.2,briskjo01,1974-1975,NBA
Allan Bristow,SF,23,PHI,72,1101,.415,,,,.791,.486,.389,,91,,,,103,97,141,,-33.5,-15.2,bristal01,1974-1975,NBA
Gary Brokaw,SG,21,MIL,73,1639,.455,,,,.685,.499,.358,,100,,,,90,99,130,,-2.2,-3.4,brokaga01,1974-1975,NBA
Fred Brown,SG,26,SEA,81,2669,.480,,,,.831,.513,.177,,105,,,,109,102,64,,67.9,36.5,brownfr01,1974-1975,NBA
John Brown,SF,23,ATL,73,1986,.461,,,,.740,.513,.365,,101,,,,97,102,132,,4.3,17.7,brownjo01,1974-1975,NBA
Tom Burleson,C,22,SEA,82,1888,.417,,,,.687,.465,.343,,91,,,,90,93,124,,-62.2,-66.2,burleto01,1974-1975,NBA
Corky Calhoun,SF,24,TOT,70,1378,.415,,,,.753,.458,.242,,91,,,,98,91,88,,-26.9,-31.3,calhoco01,1974-1975,NBA
Corky Calhoun,SF,24,PHO,13,108,.375,,,,.933,.492,.469,,82,,,,122,98,170,,-5.3,-0.8,calhoco01,1974-1975,NBA
Corky Calhoun,SF,24,LAL,57,1270,.420,,,,.710,.453,.217,,92,,,,93,90,78,,-21.6,-30.6,calhoco01,1974-1975,NBA
Austin Carr,SG,26,CLE,41,1081,.468,,,,.840,.507,.197,,102,,,,110,101,71,,11.8,6.0,carrau01,1974-1975,NBA
Fred Carter,PG,29,PHI,77,3046,.447,,,,.738,.482,.217,,98,,,,96,96,79,,-31.9,-71.9,cartefr01,1974-1975,NBA
Harvey Catchings,C,23,PHI,37,528,.554,,,,.640,.576,.338,,121,,,,84,115,122,,14.3,12.7,catchha01,1974-1975,NBA
Don Chaney,SG,28,BOS,82,2208,.428,,,,.806,.471,.220,,94,,,,105,94,80,,-44.1,-51.0,chanedo01,1974-1975,NBA
Ken Charles,SG,23,BUF,79,1690,.466,,,,.822,.518,.283,,102,,,,107,103,103,,8.9,18.4,charlke01,1974-1975,NBA
Phil Chenier,SG,24,WSB,77,2869,.450,,,,.825,.496,.238,,98,,,,108,99,86,,-22.4,-19.5,cheniph01,1974-1975,NBA
Jim Chones,C,25,CLE,72,2427,.487,,,,.679,.515,.245,,106,,,,89,102,89,,54.0,25.3,choneji01,1974-1975,NBA
Archie Clark,PG,33,SEA,77,2481,.495,,,,.834,.533,.210,,108,,,,109,106,76,,69.3,63.0,clarkar01,1974-1975,NBA
Jim Cleamons,PG,25,CLE,74,2691,.480,,,,.796,.520,.236,,105,,,,104,104,85,,35.4,30.9,cleamji01,1974-1975,NBA
Barry Clemens,SF,31,POR,77,952,.473,,,,.750,.499,.169,,103,,,,98,99,61,,11.2,-2.0,clemeba01,1974-1975,NBA
Ben Clyde,SF,22,BOS,25,157,.431,,,,.778,.454,.125,,94,,,,102,90,45,,-3.9,-7.3,clydebe01,1974-1975,NBA
E.C. Coleman,PF,24,NOJ,77,2176,.445,,,,.699,.485,.292,,97,,,,91,97,106,,-13.6,-21.7,colemec01,1974-1975,NBA
Doug Collins,SG,23,PHI,81,2820,.488,,,,.844,.549,.341,,107,,,,110,109,123,,70.0,125.1,collido01,1974-1975,NBA
Mel Counts,C,33,NOJ,75,1421,.438,,,,.761,.477,.228,,96,,,,99,95,83,,-18.8,-27.0,countme01,1974-1975,NBA
Dave Cowens,C,26,BOS,65,2632,.475,,,,.783,.509,.204,,104,,,,102,101,74,,41.1,17.3,cowenda01,1974-1975,NBA
Billy Cunningham,SF,31,PHI,80,2859,.428,,,,.777,.483,.312,,94,,,,102,96,113,,-83.8,-62.0,cunnibi01,1974-1975,NBA
Dick Cunningham,C,28,MIL,2,8,,,,,,,,,,,,,,,,,.0,.0,cunnidi01,1974-1975,NBA
Bob Dandridge,SF,27,MIL,80,3031,.473,,,,.805,.506,.179,,103,,,,105,101,65,,46.4,11.3,dandrbo01,1974-1975,NBA
Mike D'Antoni,SG,23,KCO,67,759,.399,,,,.778,.440,.208,,87,,,,102,88,75,,-20.3,-23.6,dantomi01,1974-1975,NBA
Jesse Dark,SG,23,NYK,47,401,.471,,,,.550,.487,.255,,103,,,,72,97,92,,4.4,-5.3,darkje01,1974-1975,NBA
Dwight Davis,PF,25,CLE,78,1964,.443,,,,.718,.495,.368,,97,,,,94,99,133,,-19.3,-11.0,davisdw01,1974-1975,NBA
Jim Davis,C,33,DET,79,1078,.454,,,,.726,.515,.450,,99,,,,95,103,163,,-1.9,8.2,davisji01,1974-1975,NBA
Mel Davis,PF,24,NYK,62,903,.390,,,,.686,.418,.177,,85,,,,90,83,64,,-53.4,-71.5,davisme01,1974-1975,NBA
Mickey Davis,SF,24,MIL,75,1077,.479,,,,.886,.530,.242,,105,,,,116,106,88,,15.9,22.6,davismi02,1974-1975,NBA
Rod Derline,SG,22,SEA,58,666,.428,,,,.768,.458,.169,,94,,,,100,91,61,,-19.7,-31.1,derliro01,1974-1975,NBA
Derrek Dickey,PF,23,GSW,80,1859,.482,,,,.667,.501,.174,,105,,,,87,100,63,,27.5,-1.1,dickede01,1974-1975,NBA
Ernie DiGregorio,PG,24,BUF,31,712,.440,,,,.778,.475,.192,,96,,,,102,95,70,,-8.1,-13.8,digreer01,1974-1975,NBA
Steve Downing,C,24,BOS,3,9,.000,,,,.000,.000,1.000,,,,,,,,362,,-1.8,-2.9,downist01,1974-1975,NBA
John Drew,PF,20,ATL,78,2289,.428,,,,.713,.491,.442,,94,,,,93,98,160,,-71.2,-33.4,drewjo01,1974-1975,NBA
Terry Driscoll,PF,27,MIL,11,52,.231,,,,.500,.252,.154,,50,,,,65,50,56,,-5.9,-6.9,driscte01,1974-1975,NBA
Charles Dudley,PG,24,GSW,67,756,.470,,,,.722,.528,.447,,103,,,,94,105,162,,5.5,13.3,dudlech01,1974-1975,NBA
Ken Durrett,SF,26,TOT,48,445,.404,,,,.596,.437,.313,,88,,,,78,87,113,,-17.9,-24.7,durreke01,1974-1975,NBA
Ken Durrett,SF,26,KCO,21,175,.410,,,,.550,.432,.256,,90,,,,72,86,93,,-7.4,-12.2,durreke01,1974-1975,NBA
Ken Durrett,SF,26,PHI,27,270,.398,,,,.625,.441,.364,,87,,,,82,88,132,,-10.5,-12.5,durreke01,1974-1975,NBA
Dennis DuVal,PG,22,WSB,37,137,.369,,,,.667,.411,.277,,81,,,,87,82,100,,-11.5,-13.2,duvalde01,1974-1975,NBA
Al Eberhard,SF,22,DET,34,277,.365,,,,.810,.419,.247,,80,,,,106,83,89,,-15.8,-15.6,eberhal01,1974-1975,NBA
Leroy Ellis,PF,34,PHI,82,2183,.461,,,,.727,.485,.159,,101,,,,95,97,58,,4.1,-23.3,ellisle01,1974-1975,NBA
Keith Erickson,SF,30,PHO,49,1469,.425,,,,.833,.483,.280,,93,,,,109,96,101,,-35.6,-24.2,erickke01,1974-1975,NBA
Hank Finkel,C,32,BOS,62,518,.403,,,,.535,.429,.333,,88,,,,70,86,121,,-14.0,-21.5,finkeha01,1974-1975,NBA
Chris Ford,SG,26,DET,80,1962,.474,,,,.663,.498,.218,,104,,,,87,99,79,,14.1,-3.8,fordch01,1974-1975,NBA
Fred Foster,SF,28,CLE,73,1136,.417,,,,.711,.446,.186,,91,,,,93,89,67,,-42.6,-63.0,fostefr01,1974-1975,NBA
Jim Fox,C,31,SEA,75,1766,.469,,,,.802,.534,.393,,102,,,,105,106,142,,12.0,40.1,foxji01,1974-1975,NBA
Walt Frazier,PG,29,NYK,78,3204,.483,,,,.828,.534,.288,,106,,,,108,106,104,,71.5,101.6,fraziwa01,1974-1975,NBA
Bernie Fryer,SG,25,NOJ,31,432,.443,,,,.767,.508,.406,,97,,,,100,101,147,,-3.0,1.6,fryerbe01,1974-1975,NBA
Rowland Garrett,SF,24,CHI,70,1183,.481,,,,.794,.516,.205,,105,,,,104,103,74,,22.4,14.2,garrero01,1974-1975,NBA
John Gianelli,C,24,NYK,80,2797,.472,,,,.692,.506,.269,,103,,,,91,101,97,,21.8,5.9,gianejo01,1974-1975,NBA
Dick Gibbs,SF,26,WSB,59,424,.389,,,,.750,.449,.337,,85,,,,98,89,122,,-25.8,-23.1,gibbsdi01,1974-1975,NBA
Herm Gilliam,SG,28,ATL,60,1393,.427,,,,.832,.459,.154,,93,,,,109,92,56,,-45.3,-66.9,gillihe01,1974-1975,NBA
Gail Goodrich,SG,31,LAL,72,2668,.459,,,,.841,.511,.265,,100,,,,110,102,96,,4.7,28.1,goodrga01,1974-1975,NBA
Leonard Gray,PF,23,SEA,75,2280,.489,,,,.722,.514,.186,,107,,,,94,102,67,,48.8,20.2,grayle01,1974-1975,NBA
Lamar Green,C,27,NOJ,15,280,.343,,,,.450,.362,.286,,75,,,,59,72,103,,-16.0,-22.1,greenla01,1974-1975,NBA
Matt Guokas,SG,30,CHI,82,2089,.510,,,,.757,.539,.206,,111,,,,99,107,75,,52.6,40.4,guokama02,1974-1975,NBA
Happy Hairston,PF,32,LAL,74,2283,.506,,,,.801,.579,.506,,111,,,,105,115,183,,51.7,101.1,hairsha01,1974-1975,NBA
Phil Hankinson,SF,23,BOS,3,24,.545,,,,,.545,.000,,119,,,,,109,,,1.9,1.0,hankiph01,1974-1975,NBA
Bernie Harris,PF,24,BUF,11,25,.182,,,,.500,.210,.182,,40,,,,65,42,66,,-6.1,-6.9,harribe01,1974-1975,NBA
Clem Haskins,SG,31,WSB,70,702,.397,,,,.841,.445,.217,,87,,,,110,89,79,,-35.3,-36.0,haskicl01,1974-1975,NBA
John Havlicek,SF,34,BOS,82,3132,.455,,,,.870,.505,.235,,99,,,,114,101,85,,-6.8,9.5,havlijo01,1974-1975,NBA
Steve Hawes,C,24,HOU,55,897,.502,,,,.818,.536,.197,,110,,,,107,107,71,,24.8,20.6,hawesst01,1974-1975,NBA
Connie Hawkins,PF,32,LAL,43,1026,.429,,,,.687,.471,.306,,94,,,,90,94,111,,-18.4,-23.1,hawkico01,1974-1975,NBA
Nate Hawthorne,SG,25,PHO,50,618,.411,,,,.649,.452,.328,,90,,,,85,90,119,,-26.6,-32.7,hawthna01,1974-1975,NBA
Elvin Hayes,PF,29,WSB,82,3465,.443,,,,.766,.496,.320,,97,,,,100,99,116,,-47.9,-23.8,hayesel01,1974-1975,NBA
Spencer Haywood,PF,25,SEA,68,2529,.459,,,,.811,.511,.288,,100,,,,106,102,104,,3.9,26.2,haywosp01,1974-1975,NBA
Gar Heard,PF,26,BUF,67,2148,.388,,,,.564,.411,.230,,85,,,,74,82,83,,-113.2,-163.4,heardga01,1974-1975,NBA
Tom Henderson,PG,23,ATL,79,2131,.411,,,,.697,.451,.270,,90,,,,91,90,98,,-82.9,-101.1,hendeto01,1974-1975,NBA
Bill Hewitt,PF,30,CHI,18,467,.434,,,,.609,.453,.178,,95,,,,80,90,65,,-6.0,-13.7,hewitbi01,1974-1975,NBA
Lou Hudson,SG,30,ATL,11,380,.431,,,,.842,.484,.253,,94,,,,110,96,92,,-11.8,-9.1,hudsolo01,1974-1975,NBA
John Hummer,PF,26,SEA,43,568,.380,,,,.275,.368,.472,,83,,,,36,73,171,,-16.8,-35.0,hummejo01,1974-1975,NBA
Greg Jackson,SG,22,TOT,49,802,.415,,,,.581,.448,.352,,91,,,,76,89,128,,-15.0,-22.1,jacksgr01,1974-1975,NBA
Greg Jackson,SG,22,NYK,5,27,.400,,,,,.400,.000,,87,,,,,80,,,-1.1,-2.0,jacksgr01,1974-1975,NBA
Greg Jackson,SG,22,PHO,44,775,.416,,,,.581,.450,.373,,91,,,,76,90,135,,-13.9,-20.1,jacksgr01,1974-1975,NBA
Phil Jackson,PF,29,NYK,78,2285,.455,,,,.763,.511,.355,,99,,,,100,102,129,,-3.4,14.3,jacksph01,1974-1975,NBA
Wardell Jackson,SF,23,SEA,56,939,.397,,,,.718,.445,.293,,87,,,,94,89,106,,-29.4,-31.4,jackswa01,1974-1975,NBA
Aaron James,SF,22,NOJ,76,1731,.477,,,,.778,.516,.244,,104,,,,102,103,88,,30.1,24.3,jamesaa01,1974-1975,NBA
Charles Johnson,SG,25,GSW,79,2171,.412,,,,.735,.431,.107,,90,,,,96,86,39,,-87.5,-143.0,johnsch01,1974-1975,NBA
George Johnson,C,26,GSW,82,1439,.476,,,,.659,.507,.285,,104,,,,86,101,103,,12.2,3.5,johnsge02,1974-1975,NBA
John Johnson,SF,27,POR,80,2540,.487,,,,.784,.531,.278,,106,,,,102,106,101,,64.2,70.6,johnsjo01,1974-1975,NBA
Mickey Johnson,PF,22,CHI,38,291,.449,,,,.638,.498,.492,,98,,,,83,99,178,,-1.9,-1.1,johnsmi01,1974-1975,NBA
Ollie Johnson,SF,25,TOT,73,1667,.473,,,,.833,.523,.266,,103,,,,109,104,96,,13.5,19.9,johnsol01,1974-1975,NBA
Ollie Johnson,SF,25,NOJ,43,1159,.465,,,,.805,.511,.258,,102,,,,105,102,93,,4.5,5.8,johnsol01,1974-1975,NBA
Ollie Johnson,SF,25,KCO,30,508,.492,,,,.892,.550,.285,,108,,,,117,110,103,,9.1,14.1,johnsol01,1974-1975,NBA
Dwight Jones,C,22,ATL,75,2086,.430,,,,.721,.467,.243,,94,,,,94,93,88,,-41.9,-57.9,jonesdw01,1974-1975,NBA
Jimmy Jones,PG,30,WSB,73,1424,.517,,,,.725,.559,.355,,113,,,,95,111,128,,48.1,52.6,jonesji01,1974-1975,NBA
Bob Kauffman,PF,28,ATL,73,797,.433,,,,.702,.478,.322,,95,,,,92,95,116,,-12.8,-14.2,kauffbo01,1974-1975,NBA
Frank Kendrick,SF,24,GSW,24,121,.403,,,,.818,.461,.286,,88,,,,107,92,103,,-8.4,-7.0,kendrfr01,1974-1975,NBA
Toby Kimball,PF,32,NOJ,3,90,.304,,,,.857,.383,.304,,67,,,,112,76,110,,-7.0,-6.2,kimbato01,1974-1975,NBA
Don Kojis,SF,36,KCO,21,232,.469,,,,.667,.504,.306,,103,,,,87,100,111,,2.3,.3,kojisdo01,1974-1975,NBA
Len Kosmalski,C,23,KCO,67,413,.398,,,,.828,.470,.349,,87,,,,108,94,126,,-9.9,-6.2,kosmale01,1974-1975,NBA
Tom Kozelko,PF,23,WSB,73,754,.359,,,,.861,.413,.216,,79,,,,113,82,78,,-32.8,-32.6,kozelto01,1974-1975,NBA
Steve Kuberski,SF,27,MIL,59,517,.390,,,,.786,.457,.352,,85,,,,103,91,127,,-21.5,-16.4,kuberst01,1974-1975,NBA
Kevin Kunnert,C,23,HOU,75,1801,.512,,,,.686,.538,.250,,112,,,,90,107,90,,73.6,54.6,kunneke01,1974-1975,NBA
Sam Lacey,C,26,KCO,81,3378,.427,,,,.754,.464,.208,,93,,,,99,92,75,,-54.9,-77.1,laceysa01,1974-1975,NBA
Bob Lanier,C,26,DET,76,2987,.510,,,,.802,.559,.314,,112,,,,105,111,114,,151.1,185.3,laniebo01,1974-1975,NBA
Stu Lantz,SG,28,TOT,75,1783,.406,,,,.838,.490,.408,,89,,,,110,98,148,,-57.2,-16.5,lantzst01,1974-1975,NBA
Stu Lantz,SG,28,NOJ,19,353,.339,,,,.887,.452,.461,,74,,,,116,90,167,,-27.2,-13.9,lantzst01,1974-1975,NBA
Stu Lantz,SG,28,LAL,56,1430,.424,,,,.824,.500,.395,,93,,,,108,100,143,,-30.0,-2.6,lantzst01,1974-1975,NBA
Clyde Lee,C-PF,30,TOT,80,2456,.412,,,,.672,.466,.415,,90,,,,88,93,150,,-38.6,-36.0,leecl01,1974-1975,NBA
Clyde Lee,PF,30,ATL,9,177,.333,,,,.821,.527,1.083,,73,,,,107,105,392,,-8.9,2.6,leecl01,1974-1975,NBA
Clyde Lee,C,30,PHI,71,2279,.419,,,,.630,.459,.353,,92,,,,82,91,128,,-29.7,-38.6,leecl01,1974-1975,NBA
Russ Lee,SF,25,NOJ,15,139,.382,,,,.500,.396,.184,,83,,,,65,79,67,,-11.5,-17.5,leeru01,1974-1975,NBA
Bill Ligon,SG,22,DET,38,272,.385,,,,.640,.409,.175,,84,,,,84,81,63,,-20.8,-28.6,ligonbi01,1974-1975,NBA
Bob Love,PF,32,CHI,61,2401,.429,,,,.830,.481,.253,,94,,,,109,96,92,,-71.0,-59.6,lovebo01,1974-1975,NBA
Stan Love,PF,25,LAL,30,431,.438,,,,.712,.486,.340,,96,,,,93,97,123,,-7.5,-7.0,lovest01,1974-1975,NBA
Phil Lumpkin,PG,23,POR,48,792,.453,,,,.769,.488,.205,,99,,,,101,97,74,,-1.8,-6.0,lumpkph01,1974-1975,NBA
Pete Maravich,SG,27,NOJ,79,2853,.419,,,,.811,.479,.308,,92,,,,106,95,111,,-118.9,-80.9,maravpe01,1974-1975,NBA
Jack Marin,SF,30,BUF,81,2147,.455,,,,.869,.510,.266,,99,,,,114,102,96,,-4.8,15.5,marinja01,1974-1975,NBA
LaRue Martin,C,24,POR,81,1372,.452,,,,.697,.488,.272,,99,,,,91,97,98,,-5.5,-15.9,martila01,1974-1975,NBA
Don May,SF,29,KCO,29,139,.500,,,,.833,.540,.222,,109,,,,109,108,80,,4.6,4.5,maydo01,1974-1975,NBA
Bob McAdoo,C,23,BUF,82,3539,.512,,,,.805,.569,.372,,112,,,,105,113,135,,234.1,332.6,mcadobo01,1974-1975,NBA
Glenn McDonald,SF,22,BOS,62,395,.385,,,,.757,.424,.203,,84,,,,99,84,74,,-26.5,-31.1,mcdongl01,1974-1975,NBA
Jon McGlocklin,SG,31,MIL,79,1853,.496,,,,.875,.519,.111,,108,,,,114,103,40,,50.5,23.5,mcglojo01,1974-1975,NBA
Kenny McIntosh,SF,26,SEA,6,101,.207,,,,.667,.273,.310,,45,,,,87,54,112,,-14.5,-15.1,mcintke01,1974-1975,NBA
Jim McMillian,SF,26,BUF,62,2132,.499,,,,.840,.557,.332,,109,,,,110,111,120,,58.2,88.1,mcmilji01,1974-1975,NBA
Larry McNeill,PF,24,KCO,80,1749,.459,,,,.784,.520,.374,,100,,,,103,104,135,,1.9,26.9,mcneila01,1974-1975,NBA
Cliff Meely,PF,27,HOU,48,753,.447,,,,.723,.487,.269,,98,,,,95,97,97,,-7.3,-12.0,meelycl01,1974-1975,NBA
Gary Melchionni,SG,24,PHO,68,1529,.430,,,,.809,.481,.262,,94,,,,106,96,95,,-29.1,-25.5,melchga01,1974-1975,NBA
Dean Meminger,PG,26,ATL,80,2177,.466,,,,.639,.515,.526,,102,,,,84,103,190,,8.6,15.8,meminde01,1974-1975,NBA
John Mengelt,SG,25,DET,80,1995,.479,,,,.851,.545,.354,,105,,,,111,109,128,,30.7,69.6,mengejo01,1974-1975,NBA
Steve Mix,PF,27,PHI,46,1748,.481,,,,.776,.535,.352,,105,,,,101,107,127,,27.6,44.0,mixst01,1974-1975,NBA
Eric Money,SG,19,DET,66,889,.451,,,,.689,.471,.141,,99,,,,90,94,51,,-3.8,-21.2,moneyer01,1974-1975,NBA
Earl Monroe,SG,30,NYK,78,2814,.457,,,,.827,.504,.246,,100,,,,108,100,89,,-1.5,6.4,monroea01,1974-1975,NBA
Otto Moore,C,28,TOT,42,1066,.450,,,,.667,.482,.263,,98,,,,87,96,95,,-3.7,-11.6,mooreot01,1974-1975,NBA
Otto Moore,C,28,DET,2,11,.250,,,,.500,.307,.500,,55,,,,65,61,181,,-1.7,-1.9,mooreot01,1974-1975,NBA
Otto Moore,C,28,NOJ,40,1055,.453,,,,.672,.485,.260,,99,,,,88,97,94,,-2.0,-9.7,mooreot01,1974-1975,NBA
Jeff Mullins,SG,32,GSW,66,1141,.455,,,,.816,.488,.169,,100,,,,107,97,61,,-2.2,-15.5,mullije01,1974-1975,NBA
Calvin Murphy,PG,26,HOU,78,2513,.484,,,,.883,.550,.335,,106,,,,115,110,121,,60.1,127.7,murphca01,1974-1975,NBA
Lloyd Neal,PF,24,POR,82,2278,.471,,,,.641,.504,.339,,103,,,,84,100,123,,23.0,4.1,nealll01,1974-1975,NBA
Don Nelson,SF,34,BOS,79,2052,.539,,,,.827,.600,.405,,118,,,,108,119,147,,127.9,180.3,nelsodo01,1974-1975,NBA
Louie Nelson,PG,23,NOJ,72,1898,.452,,,,.768,.511,.368,,99,,,,100,102,133,,-7.2,13.8,nelsolo01,1974-1975,NBA
Mike Newlin,SG,26,HOU,79,2709,.482,,,,.869,.547,.337,,105,,,,114,109,122,,44.1,93.5,newlimi01,1974-1975,NBA
Connie Norman,SG,21,PHI,12,72,.523,,,,.667,.530,.068,,114,,,,87,105,25,,5.7,2.5,normaco01,1974-1975,NBA
Willie Norwood,SF,27,DET,24,347,.520,,,,.738,.562,.341,,114,,,,96,112,124,,15.5,16.9,norwowi01,1974-1975,NBA
Jim Owens,SF,24,PHO,41,432,.386,,,,.750,.408,.110,,84,,,,98,81,40,,-20.6,-28.7,owensji01,1974-1975,NBA
